4,0.01,5000,71,0.23063,0.65749,0
4,0.03,5000,40,0.42468,1.0853,0
4,0.05,5000,31,0.56978,1.3661,0
4,0.07,5000,26,0.69821,1.5954,0
4,0.09,5000,23,0.80615,1.7746,0
4,0.1,5000,22,0.85315,1.8479,0
4,0.2,5000,15,1.3313,2.5208,0
4,0.3,5000,13,1.7032,2.9626,0
4,0.4,5000,12,2.0444,3.3216,0
4,0.5,5000,10,2.5321,3.8757,0
6,0.01,5000,87,0.27922,0.82358,0
6,0.03,5000,49,0.50819,1.358,0
6,0.05,5000,38,0.67647,1.7062,0
6,0.07,5000,32,0.8232,1.99,0
6,0.09,5000,28,0.95248,2.2298,0
6,0.1,5000,27,1.0134,2.3306,0
6,0.2,5000,19,1.5212,3.1259,0
6,0.3,5000,15,1.997,3.7812,0
6,0.4,5000,13,2.45,4.3422,0
6,0.5,5000,13,2.7126,4.5933,0
