4,0.05,4e+05,22,0.1205,0.27452,0
4,0.05,6e+05,22,0.10431,0.2042,0
4,0.05,8e+05,22,0.096615,0.17205,0
4,0.05,1e+06,23,0.094073,0.16578,0
4,0.05,1,33,0.65377,1.4515,0
4,0.05,10,33,0.65375,1.4515,0
4,0.05,100,33,0.65152,1.4486,0
4,0.05,1000,32,0.66275,1.4737,0
4,0.05,5000,31,0.56978,1.3661,0
4,0.05,10000,30,0.45967,1.2114,0
4,0.05,40000,25,0.28521,0.8655,0
4,0.05,70000,23,0.22562,0.66086,0
4,0.05,1e+05,23,0.20245,0.59356,0
4,0.05,2e+05,22,0.15466,0.39716,0
4,0.05,4e+05,22,0.1205,0.27452,0
4,0.05,6e+05,22,0.10431,0.2042,0
4,0.05,8e+05,22,0.096615,0.17205,0
4,0.05,1e+06,23,0.094073,0.16578,0
