10,0.05,10000,46,0.66901,2.0258,0
9,0.05,10000,43,0.63885,1.9147,0
8,0.05,10000,41,0.60627,1.7857,0
7,0.05,10000,39,0.57376,1.654,0
6,0.05,10000,36,0.5379,1.5173,0
5,0.05,10000,33,0.50079,1.3718,0
4,0.05,10000,30,0.45967,1.2114,0
3,0.05,10000,26,0.41484,1.0377,0
2,0.05,10000,22,0.35416,0.8156,0
1,0.05,10000,15,0.27687,0.54676,0
0.9,0.05,10000,14,0.26641,0.51762,0
0.7,0.05,10000,13,0.23557,0.43428,0
0.5,0.05,10000,12,0.21228,0.35296,0
0.3,0.05,10000,9,0.20914,0.29481,0
0.1,0.05,10000,4,0.25983,0.25101,0
